[2024-08-19 18:06:29] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCT\Scripts\vectors.lua
C:\Program Files\GCT\Scripts\vectors.lua:10: bad argument #1 to 'random' (interval is empty)
[2024-08-19 18:12:45] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCT\Scripts\vectors.lua
C:\Program Files\GCT\Scripts\vectors.lua:10: bad argument #1 to 'random' (interval is empty)
[2024-08-19 18:21:33] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCT\Scripts\vectors.lua
C:\Program Files\GCT\Scripts\vectors.lua:10: bad argument #1 to 'random' (interval is empty)
[2024-08-19 22:25:00] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCT\Scripts\vectors.lua
C:\Program Files\GCT\Scripts\vectors.lua:10: bad argument #1 to 'random' (interval is empty)
[2024-08-20 12:56:44] [ERROR] Хэш функции 13928195483908293688 не найден
[2024-09-29 00:17:14] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCTV\Scripts\loader.lua
C:\Program Files\GCTV\Scripts\loader.lua:31: The passed argument has an unsupported data type
[2024-09-29 00:18:47] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCTV\Scripts\loader.lua
C:\Program Files\GCTV\Scripts\loader.lua:31: The passed argument has an unsupported data type
[2024-10-07 17:42:57] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCTV\Scripts\loader.lua
C:\Program Files\GCTV\Scripts\loader.lua:31: The passed argument has an unsupported data type
[2024-10-07 22:25:56] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCTV\Scripts\loader.lua
C:\Program Files\GCTV\Scripts\loader.lua:32: The passed argument has an unsupported data type
[2024-10-07 22:26:54] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCTV\Scripts\loader.lua
C:\Program Files\GCTV\Scripts\loader.lua:32: The passed argument has an unsupported data type
[2024-10-09 17:21:04] [ERROR] Failed to get function address
[2024-10-09 17:21:04] [ERROR] Failed to get function address
[2024-10-09 18:09:01] [ERROR] Failed to get function address
[2024-10-09 18:09:01] [ERROR] Failed to get function address
[2024-10-09 18:11:06] [ERROR] Failed to get function address
[2024-10-09 18:11:06] [ERROR] Failed to get function address
[2024-10-09 18:13:57] [ERROR] Failed to get function address
[2024-10-09 18:13:57] [ERROR] Failed to get function address
[2024-10-09 21:49:07] [ERROR] Failed to get function address
[2024-10-09 21:49:32] [ERROR] Failed to get function address
[2024-10-10 21:01:23] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCTV\Scripts\loader.lua
C:\Program Files\GCTV\Scripts\loader.lua:32: module 'class' not found:
	no field package.preload['class']
	no file 'F:\Epic Games\GTAV\lua\class.lua'
	no file 'F:\Epic Games\GTAV\lua\class\init.lua'
	no file 'F:\Epic Games\GTAV\class.lua'
	no file 'F:\Epic Games\GTAV\class\init.lua'
	no file 'F:\Epic Games\GTAV\..\share\lua\5.4\class.lua'
	no file 'F:\Epic Games\GTAV\..\share\lua\5.4\class\init.lua'
	no file '.\class.lua'
	no file '.\class\init.lua'
	no file 'C:\Program Files\GCTV\Scripts\enums\class.lua'
	no file 'C:\Program Files\GCTV\Scripts\class.lua'
	no file 'C:\Program Files\GCTV\Scripts\features\class.lua'
	no file 'C:\Program Files\GCTV\Scripts\utils\class.lua'
	no file 'C:\Program Files\GCTV\Scripts\utils\Graphics\class.lua'
	no file 'F:\Epic Games\GTAV\class.dll'
	no file 'F:\Epic Games\GTAV\..\lib\lua\5.4\class.dll'
	no file 'F:\Epic Games\GTAV\loadall.dll'
	no file '.\class.dll'
[2024-10-10 21:06:02] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCTV\Scripts\loader.lua
C:\Program Files\GCTV\Scripts\utils\class.lua:19: attempt to index a string value (local 'result')
[2024-10-10 21:06:44] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCTV\Scripts\loader.lua
C:\Program Files\GCTV\Scripts\utils\class.lua:19: attempt to index a string value (local 'result')
[2024-10-10 21:06:53] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCTV\Scripts\loader.lua
C:\Program Files\GCTV\Scripts\utils\class.lua:19: attempt to index a string value (local 'result')
[2024-10-10 21:07:37] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCTV\Scripts\loader.lua
C:\Program Files\GCTV\Scripts\utils\class.lua:19: attempt to index a string value (local 'result')
[2024-10-10 21:07:44] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCTV\Scripts\loader.lua
C:\Program Files\GCTV\Scripts\utils\class.lua:19: attempt to index a string value (local 'result')
[2024-10-10 21:08:13] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCTV\Scripts\loader.lua
C:\Program Files\GCTV\Scripts\loader.lua:34: attempt to call a nil value (global 'describe')
[2024-10-10 21:08:23] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCTV\Scripts\loader.lua
C:\Program Files\GCTV\Scripts\utils\class.lua:19: attempt to index a string value (local 'result')
[2024-10-10 21:24:06] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCTV\Scripts\loader.lua
C:\Program Files\GCTV\Scripts\loader.lua:33: attempt to index a nil value (global 'Line')
[2024-10-10 21:25:04] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCTV\Scripts\loader.lua
C:\Program Files\GCTV\Scripts\loader.lua:33: attempt to index a nil value (field 'Line')
[2024-10-10 21:25:59] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCTV\Scripts\loader.lua
error loading module 'graphics++' from file 'C:\Program Files\GCTV\Scripts\utils\Graphics\graphics++.lua':
	C:\Program Files\GCTV\Scripts\utils\Graphics\graphics++.lua:9: unexpected symbol near '.'
[2024-10-10 21:29:55] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCTV\Scripts\loader.lua
...gram Files\GCTV\Scripts\utils\Graphics\graphics_base.lua:40: Expected number for argument
[2025-01-23 16:30:02] [ERROR] Failed to load the Adder model
[2025-01-23 16:30:18] [ERROR] Failed to load the Airbus model
[2025-01-23 16:30:39] [ERROR] Failed to load the Ambulance model
[2025-01-23 16:30:54] [ERROR] Failed to load the ArmyTanker model
[2025-01-23 16:31:08] [ERROR] Failed to load the ArmyTrailer model
[2025-05-02 20:46:47] [ERROR] [string "PLAYER::PLAYER_PED_ID()"]:1: syntax error near '::'
[2025-05-02 21:19:14] [ERROR] Не удалось загрузить JavaScript движок проверте, находится ли DLL в корневой папке
[2025-05-04 07:32:55] [ERROR] Lua function call error: F:\Projects\C++\GCTV\Scripts\utils\input_utils.lua:9: attempt to call a nil value (global 'GetPersonalVehicle')
[2025-05-11 19:32:25] [ERROR] Неожиданное поведение в скрипте: 
F:\Projects\C++\GCTV\Scripts\loader.lua:31: attempt to index a nil value (global 'Gamepad')
[2025-05-11 19:37:58] [ERROR] Неожиданное поведение в скрипте: 
F:\Projects\C++\GCTV\Scripts\loader.lua:31: attempt to index a nil value (global 'Gamepad')
[2025-05-11 19:40:13] [ERROR] Неожиданное поведение в скрипте: 06�f@
F:\Projects\C++\GCTV\Scripts\loader.lua:31: attempt to index a nil value (global 'Gamepad')
[2025-05-11 19:40:56] [ERROR] Неожиданное поведение в скрипте: 
F:\Projects\C++\GCTV\Scripts\loader.lua:31: attempt to index a nil value (global 'Gamepad')
[2025-05-11 21:04:51] [ERROR] Неожиданное поведение в скрипте: ��pb9
F:\Projects\C++\GCTV\Scripts\loader.lua:31: attempt to index a nil value (global 'Gamepad')
[2025-05-11 21:06:21] [ERROR] Неожиданное поведение в скрипте: 
F:\Projects\C++\GCTV\Scripts\loader.lua:31: attempt to index a nil value (global 'Gamepad')
[2025-05-11 21:07:22] [ERROR] Неожиданное поведение в скрипте:  ��N
F:\Projects\C++\GCTV\Scripts\loader.lua:31: attempt to index a nil value (global 'Gamepad')
[2025-05-11 21:08:24] [ERROR] [string "Game"]:1: syntax error near <eof>
[2025-05-11 21:09:43] [ERROR] Неожиданное поведение в скрипте: F:\Proje����N
F:\Projects\C++\GCTV\Scripts\loader.lua:31: attempt to index a nil value (global 'Gamepad')
[2025-05-11 21:10:10] [ERROR] Неожиданное поведение в скрипте: ��S8M
F:\Projects\C++\GCTV\Scripts\loader.lua:31: attempt to index a nil value (global 'Gamepad')
[2025-05-15 18:54:28] [ERROR] Uncorrect input
[2025-05-15 18:54:34] [ERROR] Uncorrect input
